Channel 0,Channel 1
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
0.0219191455155,0.00887283015719
